city,timestamp,temperature,season
New York,2010-01-01,-6.635264503556243,winter
New York,2010-01-02,1.954221328053944,winter
New York,2010-01-03,2.911502035213015,winter
New York,2010-01-04,0.8880906435887461,winter
New York,2010-01-05,1.2942358727732022,winter
New York,2010-01-06,-4.363198020918417,winter
New York,2010-01-07,-0.9461366310370616,winter
New York,2010-01-08,1.3764121481992606,winter
New York,2010-01-09,3.859579205192298,winter
New York,2010-01-10,-3.0599805637568203,winter
New York,2010-01-11,-3.736018144196442,winter
New York,2010-01-12,0.6478883724847191,winter
New York,2010-01-13,-5.334149827142088,winter
New York,2010-01-14,5.987559117825873,winter
New York,2010-01-15,-1.1265745219615204,winter
New York,2010-01-16,3.781187777908145,winter
New York,2010-01-17,-4.435041505340592,winter
New York,2010-01-18,-1.8177264012961734,winter
New York,2010-01-19,3.8587059768846355,winter
New York,2010-01-20,-1.7507188267855915,winter
New York,2010-01-21,-2.1658302507350937,winter
New York,2010-01-22,-1.6198887048106005,winter
New York,2010-01-23,8.003877481373669,winter
New York,2010-01-24,0.10625465018603618,winter
New York,2010-01-25,1.9523172636064126,winter
New York,2010-01-26,3.643459047758494,winter
New York,2010-01-27,-1.7889334050778019,winter
New York,2010-01-28,-1.869130847618662,winter
New York,2010-01-29,-1.9361754222270868,winter
New York,2010-01-30,-6.504405589627881,winter
New York,2010-01-31,2.743254036407168,winter
New York,2010-02-01,-3.8372075028712835,winter
New York,2010-02-02,2.054741866974191,winter
New York,2010-02-03,4.590522589904672,winter
New York,2010-02-04,-4.293508186224461,winter
New York,2010-02-05,2.802440918077289,winter
New York,2010-02-06,3.51194682308828,winter
New York,2010-02-07,-2.7961565991168236,winter
New York,2010-02-08,-1.630272232606915,winter
New York,2010-02-09,9.194038420090095,winter
New York,2010-02-10,1.5361619208356734,winter
New York,2010-02-11,5.7833626431919996,winter
New York,2010-02-12,-3.2343887946747425,winter
New York,2010-02-13,-4.73361618450523,winter
New York,2010-02-14,13.082063231277548,winter
New York,2010-02-15,3.35778690862889,winter
New York,2010-02-16,-2.201279578524724,winter
New York,2010-02-17,-3.5729252407418493,winter
New York,2010-02-18,-0.7767842461275332,winter
New York,2010-02-19,4.892270181121189,winter
New York,2010-02-20,0.3795572369650956,winter
New York,2010-02-21,0.19100351921531813,winter
New York,2010-02-22,2.7587127571423915,winter
New York,2010-02-23,0.7497622657073856,winter
New York,2010-02-24,1.1272178920896516,winter
New York,2010-02-25,-1.475701244219032,winter
New York,2010-02-26,-5.724781015626039,winter
New York,2010-02-27,-3.3077053358609954,winter
New York,2010-02-28,3.4513314972204254,winter
New York,2010-03-01,9.108449529526093,spring
New York,2010-03-02,12.782212870910083,spring
New York,2010-03-03,15.06061691908659,spring
New York,2010-03-04,12.937816734117366,spring
New York,2010-03-05,11.394857577652651,spring
New York,2010-03-06,9.475903957772731,spring
New York,2010-03-07,10.149943227567123,spring
New York,2010-03-08,11.66326273800526,spring
New York,2010-03-09,11.254760820871121,spring
New York,2010-03-10,11.085795289052147,spring
New York,2010-03-11,5.982596307573641,spring
New York,2010-03-12,5.972201078606229,spring
New York,2010-03-13,12.358902889947709,spring
New York,2010-03-14,16.4044186303844,spring
New York,2010-03-15,11.974872179401213,spring
New York,2010-03-16,4.997097337943685,spring
New York,2010-03-17,10.689066903256752,spring
New York,2010-03-18,9.88592475403818,spring
New York,2010-03-19,14.339400623942815,spring
New York,2010-03-20,12.199646187637692,spring
New York,2010-03-21,12.23131454604895,spring
New York,2010-03-22,10.958982269867233,spring
New York,2010-03-23,13.127175446767158,spring
New York,2010-03-24,9.829476092620677,spring
New York,2010-03-25,11.412510296112398,spring
New York,2010-03-26,14.965519861347442,spring
New York,2010-03-27,7.595028329264986,spring
New York,2010-03-28,12.932651675632465,spring
New York,2010-03-29,15.992719424121113,spring
New York,2010-03-30,4.122793949692602,spring
New York,2010-03-31,13.446768941531298,spring
New York,2010-04-01,10.884495565520792,spring
New York,2010-04-02,4.916913671580124,spring
New York,2010-04-03,9.224013870158549,spring
New York,2010-04-04,14.733739466593594,spring
New York,2010-04-05,10.330700275559382,spring
New York,2010-04-06,13.468889264950015,spring
New York,2010-04-07,11.911460602565803,spring
New York,2010-04-08,6.075675742981755,spring
New York,2010-04-09,8.309715335506304,spring
New York,2010-04-10,14.933547750262186,spring
New York,2010-04-11,9.092727320508583,spring
New York,2010-04-12,6.443252617528406,spring
New York,2010-04-13,14.072962226205346,spring
New York,2010-04-14,16.145327905325896,spring
New York,2010-04-15,0.14952089199395502,spring
New York,2010-04-16,14.406942291602933,spring
New York,2010-04-17,7.522993981552425,spring
New York,2010-04-18,14.701199204377714,spring
New York,2010-04-19,22.531835538303607,spring
New York,2010-04-20,1.0520873869946659,spring
New York,2010-04-21,16.767740228725124,spring
New York,2010-04-22,8.784785347243222,spring
New York,2010-04-23,10.57206821383096,spring
New York,2010-04-24,10.765363050796967,spring
New York,2010-04-25,9.20733788245155,spring
New York,2010-04-26,6.372272792509753,spring
New York,2010-04-27,18.40453441398651,spring
New York,2010-04-28,11.994332958841031,spring
New York,2010-04-29,6.551135788359186,spring
New York,2010-04-30,11.780535435784998,spring
New York,2010-05-01,17.11358166005124,spring
New York,2010-05-02,13.941989703098061,spring
New York,2010-05-03,8.672995273136763,spring
New York,2010-05-04,9.021823802410715,spring
New York,2010-05-05,15.323187377137963,spring
New York,2010-05-06,7.653755609881293,spring
New York,2010-05-07,11.917493658373894,spring
New York,2010-05-08,12.643175822115813,spring
New York,2010-05-09,7.4905834308180745,spring
New York,2010-05-10,7.885182310593463,spring
New York,2010-05-11,3.6792477134728667,spring
New York,2010-05-12,8.09807726552662,spring
New York,2010-05-13,4.394592670733372,spring
New York,2010-05-14,18.584908800847494,spring
New York,2010-05-15,6.663524391501246,spring
New York,2010-05-16,10.965889050633411,spring
New York,2010-05-17,-1.8114288913254377,spring
New York,2010-05-18,18.0521777514855,spring
New York,2010-05-19,11.698771840189732,spring
New York,2010-05-20,19.907323258245334,spring
